username,firm,country_code,certification,specialization,years_experience,clients_portfolio_size,followers
auditor_0403,North Continental,DK,State Authorised,Financial Audit,16,5,64
auditor_0404,Prime Advisory,DK,State Authorised,Financial Audit,4,26,96
auditor_0405,Seaside Audit,ES,ACCA,Financial Audit,14,11,142
auditor_0406,Prime Advisory,DE,ACCA,Tax,3,39,24
auditor_0407,Capital Assurance,DE,State Authorised,Financial Audit,9,24,153
auditor_0408,Seaside Audit,FR,None,Financial Audit,7,16,123
auditor_0409,Trust and Co,FR,CIA,Financial Audit,7,27,296
auditor_0410,Atlas Audit,DE,CISA,Tax,5,4,112
auditor_0411,Global Assurance,GB,CPA,Tax,20,9,251
auditor_0412,Atlas Audit,DE,State Authorised,Financial Audit,16,12,165
auditor_0413,Integrity Audit,DE,ACCA,Tax,16,14,103
auditor_0414,Trust and Co,FR,ACCA,Financial Audit,5,7,68
auditor_0415,Capital Assurance,IT,None,Financial Audit,1,18,58
auditor_0416,Nordic Audit Partners,SE,CIA,Financial Audit,9,2,146
auditor_0417,Atlas Audit,NO,None,Financial Audit,12,1,149
auditor_0418,Copenhagen Review,FR,State Authorised,Financial Audit,14,5,253
auditor_0419,Capital Assurance,NL,ACCA,IT Audit,10,10,115
auditor_0420,Copenhagen Review,NO,CIA,Internal Control,10,18,163
auditor_0421,Capital Assurance,FR,CISA,IT Audit,3,19,6
auditor_0422,Atlas Audit,NL,ACCA,Forensics,7,8,61
auditor_0423,Prime Advisory,SE,State Authorised,Financial Audit,14,28,168
auditor_0424,Atlas Audit,GB,None,Financial Audit,2,14,217
auditor_0425,Integrity Audit,FR,State Authorised,IT Audit,8,41,151
auditor_0426,North Continental,FI,State Authorised,Sustainability,8,14,130
auditor_0427,North Continental,NO,None,Financial Audit,7,25,196
auditor_0428,Global Assurance,NL,CIA,Forensics,4,4,0
auditor_0429,Atlas Audit,ES,State Authorised,Financial Audit,10,6,0
auditor_0430,Trust and Co,NO,CISA,IT Audit,9,42,119
auditor_0431,Global Assurance,FI,CISA,Financial Audit,12,18,112
auditor_0432,North Continental,DK,ACCA,IT Audit,12,15,141
auditor_0433,North Continental,ES,State Authorised,Sustainability,9,11,199
auditor_0434,Global Assurance,DE,ACCA,Tax,7,10,162
auditor_0435,North Continental,ES,ACCA,Financial Audit,3,18,119
auditor_0436,Copenhagen Review,SE,State Authorised,Financial Audit,13,22,117
auditor_0437,Global Assurance,FR,ACCA,IT Audit,12,31,164
auditor_0438,Trust and Co,ES,CPA,Financial Audit,8,4,34
auditor_0439,Trust and Co,GB,CPA,Sustainability,6,11,105
auditor_0440,Global Assurance,ES,State Authorised,Financial Audit,8,23,114
auditor_0441,Capital Assurance,FI,State Authorised,Internal Control,10,18,0
auditor_0442,Integrity Audit,SE,State Authorised,Forensics,3,16,23
auditor_0443,Atlas Audit,DE,State Authorised,Financial Audit,10,33,217
auditor_0444,Atlas Audit,SE,CPA,Financial Audit,6,32,131
auditor_0445,Copenhagen Review,NO,State Authorised,IT Audit,6,11,95
auditor_0446,Copenhagen Review,NL,CISA,IT Audit,6,19,132
auditor_0447,Nordic Audit Partners,SE,State Authorised,Forensics,8,22,215
auditor_0448,Copenhagen Review,DE,CIA,Tax,12,3,0
auditor_0449,Seaside Audit,IT,CPA,IT Audit,12,4,102
auditor_0450,Atlas Audit,DE,CPA,Financial Audit,2,1,163
auditor_0451,Prime Advisory,GB,State Authorised,Financial Audit,11,12,0
auditor_0452,Nordic Audit Partners,NO,ACCA,IT Audit,5,21,1
auditor_0453,Prime Advisory,NL,CPA,Financial Audit,8,17,166
auditor_0454,Capital Assurance,NL,None,Financial Audit,8,8,215
auditor_0455,Capital Assurance,ES,CPA,Financial Audit,7,17,45
auditor_0456,North Continental,SE,State Authorised,Financial Audit,5,9,106
auditor_0457,Global Assurance,DK,State Authorised,Financial Audit,16,4,0
auditor_0458,Copenhagen Review,GB,State Authorised,Sustainability,15,15,66
auditor_0459,Trust and Co,NL,None,Tax,13,11,266
auditor_0460,Prime Advisory,NO,ACCA,IT Audit,11,13,292
auditor_0461,North Continental,DE,ACCA,Financial Audit,4,25,143
auditor_0462,Seaside Audit,ES,ACCA,Financial Audit,14,33,122
auditor_0463,Copenhagen Review,NL,State Authorised,Financial Audit,4,22,65
auditor_0464,Copenhagen Review,FR,State Authorised,Financial Audit,18,19,90
auditor_0465,Global Assurance,GB,State Authorised,Financial Audit,8,4,42
auditor_0466,Capital Assurance,GB,ACCA,Financial Audit,14,11,36
auditor_0467,Copenhagen Review,ES,State Authorised,IT Audit,10,29,177
auditor_0468,Global Assurance,GB,CPA,Tax,12,10,6
auditor_0469,Integrity Audit,IT,CIA,Financial Audit,15,14,99
auditor_0470,Global Assurance,GB,ACCA,Internal Control,14,23,156
auditor_0471,Atlas Audit,NL,CISA,Financial Audit,18,11,194
auditor_0472,Atlas Audit,GB,CPA,Financial Audit,8,20,242
auditor_0473,Trust and Co,NL,CISA,IT Audit,10,23,205
auditor_0474,Trust and Co,IT,None,Financial Audit,6,9,36
auditor_0475,Copenhagen Review,NL,State Authorised,Internal Control,0,38,31
auditor_0476,Integrity Audit,IT,State Authorised,Tax,6,15,144
auditor_0477,Atlas Audit,FR,CIA,Financial Audit,12,26,73
auditor_0478,Nordic Audit Partners,NL,State Authorised,Financial Audit,7,20,100
auditor_0479,Seaside Audit,IT,State Authorised,Sustainability,16,22,178
auditor_0480,Nordic Audit Partners,IT,ACCA,Internal Control,11,29,134
auditor_0481,Copenhagen Review,IT,State Authorised,Financial Audit,1,21,67
auditor_0482,North Continental,NO,CPA,Tax,5,23,219
auditor_0483,Seaside Audit,NO,CISA,Financial Audit,8,21,256
auditor_0484,Copenhagen Review,SE,State Authorised,Financial Audit,9,44,165
auditor_0485,Seaside Audit,NO,ACCA,Financial Audit,0,25,150
auditor_0486,Atlas Audit,IT,None,Sustainability,14,24,108
auditor_0487,Nordic Audit Partners,NO,CPA,IT Audit,1,15,51
auditor_0488,North Continental,ES,ACCA,Internal Control,5,23,253
auditor_0489,North Continental,ES,State Authorised,Financial Audit,9,6,155
auditor_0490,Integrity Audit,IT,ACCA,Internal Control,13,11,109
auditor_0491,Integrity Audit,ES,State Authorised,Internal Control,8,10,171
auditor_0492,Integrity Audit,DE,CIA,Forensics,7,22,49
auditor_0493,North Continental,NL,ACCA,IT Audit,5,25,90
auditor_0494,Integrity Audit,DE,State Authorised,Forensics,16,14,137
auditor_0495,Seaside Audit,GB,CISA,Internal Control,12,3,0
auditor_0496,Trust and Co,DE,State Authorised,Internal Control,0,30,75
auditor_0497,Global Assurance,NL,None,Forensics,20,12,134
auditor_0498,North Continental,FI,State Authorised,IT Audit,15,38,284
auditor_0499,Atlas Audit,DE,State Authorised,IT Audit,14,28,167
auditor_0500,Copenhagen Review,FI,State Authorised,Forensics,11,12,54
auditor_0501,Atlas Audit,FI,CPA,Financial Audit,7,16,83
auditor_0502,Seaside Audit,NL,CIA,Financial Audit,11,27,127
auditor_0503,Trust and Co,DK,None,Internal Control,15,6,104
auditor_0504,Trust and Co,GB,CIA,Sustainability,4,1,113
auditor_0505,North Continental,FR,CIA,Tax,7,33,170
auditor_0506,Integrity Audit,NL,State Authorised,Financial Audit,2,36,217
auditor_0507,Global Assurance,IT,State Authorised,Tax,10,15,43
auditor_0508,Nordic Audit Partners,NO,ACCA,Tax,6,28,270
auditor_0509,Nordic Audit Partners,GB,CISA,Financial Audit,15,13,30
auditor_0510,Integrity Audit,DK,State Authorised,IT Audit,8,1,145
auditor_0511,Global Assurance,NL,State Authorised,Internal Control,7,13,0
auditor_0512,Atlas Audit,ES,ACCA,Internal Control,10,12,26
auditor_0513,Atlas Audit,FR,State Authorised,Tax,0,17,261
auditor_0514,Capital Assurance,NO,CIA,Forensics,16,13,71
auditor_0515,Trust and Co,DK,CIA,Tax,10,8,144
auditor_0516,Copenhagen Review,FI,State Authorised,Sustainability,11,30,111
auditor_0517,Seaside Audit,GB,CPA,Financial Audit,6,9,53
auditor_0518,Global Assurance,NO,None,IT Audit,6,21,193
auditor_0519,Prime Advisory,DK,State Authorised,Financial Audit,3,32,98
auditor_0520,Integrity Audit,NL,State Authorised,Tax,7,10,0
auditor_0521,Nordic Audit Partners,DE,CIA,Forensics,12,25,97
auditor_0522,Nordic Audit Partners,SE,ACCA,Financial Audit,8,23,0
auditor_0523,Atlas Audit,DE,CIA,Forensics,5,25,19
auditor_0524,Integrity Audit,NL,CPA,Financial Audit,9,4,157
auditor_0525,Trust and Co,FR,State Authorised,Tax,7,1,213
auditor_0526,Copenhagen Review,NL,ACCA,IT Audit,4,9,136
auditor_0527,North Continental,ES,CISA,Tax,13,7,124
auditor_0528,Prime Advisory,IT,None,Financial Audit,10,24,134
auditor_0529,North Continental,ES,CIA,Financial Audit,6,9,126
auditor_0530,Copenhagen Review,SE,State Authorised,IT Audit,2,1,154
auditor_0531,Atlas Audit,FI,CPA,Financial Audit,12,1,39
auditor_0532,Capital Assurance,ES,ACCA,Forensics,11,38,121
auditor_0533,Copenhagen Review,FR,State Authorised,IT Audit,4,16,229
auditor_0534,Nordic Audit Partners,FR,State Authorised,Financial Audit,4,10,81
auditor_0535,Copenhagen Review,DK,CPA,Forensics,3,19,249
auditor_0536,Integrity Audit,DK,ACCA,Tax,9,15,96
auditor_0537,Prime Advisory,IT,State Authorised,Financial Audit,0,26,113
auditor_0538,Global Assurance,ES,None,Internal Control,7,49,143
auditor_0539,Global Assurance,FR,State Authorised,Financial Audit,4,13,211
auditor_0540,Trust and Co,GB,ACCA,Sustainability,8,3,193
auditor_0541,North Continental,GB,ACCA,Forensics,4,36,206
auditor_0542,Atlas Audit,NO,CIA,Financial Audit,5,30,125
auditor_0543,Trust and Co,ES,ACCA,Financial Audit,12,22,52
auditor_0544,Prime Advisory,DK,CISA,Internal Control,4,28,93
auditor_0545,North Continental,ES,ACCA,Financial Audit,5,8,153
auditor_0546,Prime Advisory,FI,ACCA,Financial Audit,18,7,121
auditor_0547,Prime Advisory,SE,State Authorised,Forensics,15,17,156
auditor_0548,Copenhagen Review,DK,State Authorised,Financial Audit,2,22,105
auditor_0549,Copenhagen Review,DK,ACCA,Forensics,12,29,327
auditor_0550,Nordic Audit Partners,FI,CIA,Financial Audit,10,21,135
auditor_0551,Prime Advisory,ES,State Authorised,Sustainability,6,21,96
auditor_0552,Nordic Audit Partners,NO,CPA,Financial Audit,8,31,39
auditor_0553,Copenhagen Review,NL,CPA,Tax,13,31,110
auditor_0554,Capital Assurance,FI,State Authorised,Financial Audit,0,11,223
auditor_0555,Atlas Audit,FI,ACCA,Financial Audit,7,8,79
auditor_0556,Atlas Audit,IT,None,Sustainability,12,23,100
auditor_0557,Seaside Audit,ES,ACCA,Internal Control,6,14,46
auditor_0558,Seaside Audit,ES,State Authorised,Financial Audit,16,14,217
auditor_0559,Trust and Co,DE,ACCA,Tax,15,27,85
auditor_0560,North Continental,FI,CISA,Financial Audit,10,17,47
auditor_0561,Trust and Co,FR,None,IT Audit,9,6,215
auditor_0562,Seaside Audit,ES,CPA,Financial Audit,5,20,142
auditor_0563,Integrity Audit,FI,State Authorised,Financial Audit,6,23,82
auditor_0564,North Continental,NL,State Authorised,Tax,12,4,130
auditor_0565,Prime Advisory,DK,State Authorised,Forensics,17,7,65
auditor_0566,Copenhagen Review,DK,None,Financial Audit,10,19,148
auditor_0567,Copenhagen Review,ES,State Authorised,Financial Audit,10,24,208
auditor_0568,Capital Assurance,DE,None,Financial Audit,10,15,173
auditor_0569,Prime Advisory,SE,CIA,Tax,17,16,42
auditor_0570,Prime Advisory,IT,CIA,Financial Audit,13,16,0
auditor_0571,Prime Advisory,ES,State Authorised,Financial Audit,12,12,112
auditor_0572,North Continental,ES,CPA,Financial Audit,9,19,176
auditor_0573,Capital Assurance,ES,None,IT Audit,5,23,99
auditor_0574,North Continental,NL,None,Financial Audit,11,24,45
auditor_0575,Seaside Audit,DK,CPA,Financial Audit,13,12,184
auditor_0576,Trust and Co,DK,State Authorised,Internal Control,9,36,102
auditor_0577,Copenhagen Review,GB,State Authorised,Financial Audit,6,17,95
auditor_0578,Prime Advisory,GB,CPA,Financial Audit,11,1,35
auditor_0579,Atlas Audit,NL,State Authorised,Tax,2,27,256
auditor_0580,North Continental,FR,State Authorised,Tax,7,16,125
auditor_0581,Trust and Co,NO,CIA,IT Audit,13,8,139
auditor_0582,Atlas Audit,DK,CPA,Tax,12,23,135
auditor_0583,Global Assurance,DK,CISA,Financial Audit,13,1,174
auditor_0584,Prime Advisory,SE,CIA,Financial Audit,4,1,160
auditor_0585,Atlas Audit,FR,ACCA,IT Audit,14,16,196
auditor_0586,Copenhagen Review,FR,CIA,Financial Audit,16,31,251
auditor_0587,Atlas Audit,ES,ACCA,Financial Audit,11,18,0
auditor_0588,Integrity Audit,ES,None,Financial Audit,6,9,293
auditor_0589,Seaside Audit,NO,State Authorised,Financial Audit,7,19,164
auditor_0590,Trust and Co,FI,State Authorised,IT Audit,8,34,70
auditor_0591,Capital Assurance,DE,CISA,Financial Audit,8,10,14
auditor_0592,Seaside Audit,FR,CPA,Internal Control,4,17,85
auditor_0593,Prime Advisory,DE,CIA,Tax,4,3,113
auditor_0594,Nordic Audit Partners,SE,ACCA,Financial Audit,0,25,126
auditor_0595,North Continental,DK,CPA,Forensics,0,14,59
auditor_0596,Global Assurance,FR,CISA,Forensics,9,31,0
auditor_0597,Capital Assurance,IT,None,Internal Control,8,16,173
auditor_0598,Atlas Audit,DK,State Authorised,Sustainability,9,10,94
auditor_0599,Copenhagen Review,FR,State Authorised,Sustainability,4,28,121
auditor_0600,Integrity Audit,ES,CPA,Financial Audit,17,17,63
auditor_0601,Capital Assurance,DK,None,IT Audit,0,1,0
auditor_0602,Seaside Audit,SE,State Authorised,IT Audit,9,23,0
auditor_0603,Copenhagen Review,GB,CIA,IT Audit,12,13,131
auditor_0604,Seaside Audit,NO,CISA,Forensics,16,26,98
auditor_0605,Global Assurance,ES,CIA,Financial Audit,3,1,62
auditor_0606,Global Assurance,GB,State Authorised,Financial Audit,6,8,109
auditor_0607,Copenhagen Review,IT,None,Financial Audit,8,15,67
auditor_0608,Capital Assurance,DK,CPA,Tax,8,22,32
auditor_0609,North Continental,FR,State Authorised,IT Audit,15,17,121
auditor_0610,Seaside Audit,GB,State Authorised,IT Audit,11,20,196
auditor_0611,Seaside Audit,SE,CISA,Financial Audit,9,11,148
auditor_0612,Prime Advisory,SE,State Authorised,Financial Audit,2,19,117
auditor_0613,Trust and Co,GB,State Authorised,Financial Audit,6,16,0
auditor_0614,Nordic Audit Partners,DE,ACCA,Tax,5,18,132
auditor_0615,Global Assurance,NO,State Authorised,Financial Audit,2,30,50
auditor_0616,Atlas Audit,ES,CPA,Financial Audit,12,22,68
auditor_0617,Global Assurance,NL,CPA,IT Audit,16,6,193
auditor_0618,Capital Assurance,GB,State Authorised,Financial Audit,13,11,231
auditor_0619,Global Assurance,ES,None,Internal Control,6,20,140
auditor_0620,Copenhagen Review,ES,State Authorised,Financial Audit,7,26,183
auditor_0621,Trust and Co,DE,State Authorised,IT Audit,0,31,0
auditor_0622,Global Assurance,NO,ACCA,Financial Audit,13,29,32
auditor_0623,North Continental,SE,ACCA,Internal Control,5,6,102
auditor_0624,North Continental,IT,CPA,IT Audit,6,25,224
auditor_0625,Trust and Co,DE,State Authorised,Financial Audit,14,12,103
auditor_0626,Copenhagen Review,GB,CISA,Financial Audit,0,9,197
auditor_0627,Capital Assurance,GB,CISA,Sustainability,16,5,72
auditor_0628,Copenhagen Review,NO,State Authorised,IT Audit,7,20,55
auditor_0629,Prime Advisory,FR,State Authorised,Internal Control,10,13,118
auditor_0630,Capital Assurance,DE,CIA,Forensics,10,18,85
auditor_0631,Copenhagen Review,FI,State Authorised,Financial Audit,7,17,90
auditor_0632,Seaside Audit,NL,State Authorised,IT Audit,6,33,164
auditor_0633,Copenhagen Review,ES,State Authorised,Tax,6,24,93
auditor_0634,Nordic Audit Partners,FR,None,Financial Audit,13,21,111
auditor_0635,Integrity Audit,SE,CISA,Tax,10,2,29
auditor_0636,Seaside Audit,FR,State Authorised,Financial Audit,2,19,258
auditor_0637,Integrity Audit,NO,CIA,Tax,19,24,160
auditor_0638,Global Assurance,FR,None,IT Audit,0,12,56
auditor_0639,Seaside Audit,ES,CPA,Sustainability,4,16,82
auditor_0640,Seaside Audit,ES,State Authorised,Internal Control,0,25,34
auditor_0641,Atlas Audit,IT,CPA,Financial Audit,9,38,46
auditor_0642,Prime Advisory,NL,State Authorised,IT Audit,0,15,208
auditor_0643,Copenhagen Review,GB,None,Financial Audit,17,5,159
auditor_0644,Seaside Audit,SE,State Authorised,Financial Audit,5,16,331
auditor_0645,Atlas Audit,ES,CPA,Forensics,0,20,157
auditor_0646,Prime Advisory,FR,ACCA,IT Audit,13,18,144
auditor_0647,Copenhagen Review,ES,State Authorised,Internal Control,6,20,92
auditor_0648,North Continental,SE,State Authorised,Sustainability,11,14,150
auditor_0649,Global Assurance,SE,CISA,Tax,7,29,115
auditor_0650,Capital Assurance,DE,State Authorised,Tax,0,30,47
auditor_0651,Atlas Audit,FR,State Authorised,Financial Audit,4,12,229
auditor_0652,North Continental,NL,State Authorised,Financial Audit,0,49,204
auditor_0653,Global Assurance,DK,CISA,Forensics,9,17,142
auditor_0654,Trust and Co,FI,CPA,IT Audit,10,24,164
auditor_0655,Capital Assurance,ES,ACCA,IT Audit,8,16,107
auditor_0656,Seaside Audit,NO,State Authorised,Forensics,7,29,167
auditor_0657,Seaside Audit,DK,CIA,Sustainability,0,24,135
auditor_0658,North Continental,IT,ACCA,Financial Audit,7,14,209
auditor_0659,Prime Advisory,FI,State Authorised,Forensics,12,10,152
auditor_0660,Global Assurance,IT,State Authorised,Sustainability,3,4,69
auditor_0661,Trust and Co,NL,State Authorised,IT Audit,12,27,161
auditor_0662,Integrity Audit,FR,CPA,Forensics,11,23,68
auditor_0663,Copenhagen Review,GB,CPA,IT Audit,10,26,180
auditor_0664,Capital Assurance,NL,CISA,IT Audit,13,25,148
auditor_0665,Integrity Audit,IT,CPA,Forensics,13,17,49
auditor_0666,Capital Assurance,SE,State Authorised,Financial Audit,7,10,65
auditor_0667,Capital Assurance,NO,CPA,Financial Audit,7,10,95
auditor_0668,Trust and Co,IT,ACCA,Financial Audit,0,20,120
auditor_0669,Atlas Audit,NO,CPA,IT Audit,3,24,195
auditor_0670,Trust and Co,NO,State Authorised,IT Audit,0,10,58
auditor_0671,Nordic Audit Partners,NL,None,IT Audit,3,26,104
auditor_0672,Prime Advisory,GB,None,IT Audit,6,1,170
auditor_0673,North Continental,GB,CIA,Financial Audit,1,18,142
auditor_0674,North Continental,FR,State Authorised,IT Audit,14,4,0
auditor_0675,Prime Advisory,DE,State Authorised,Financial Audit,8,36,219
auditor_0676,Integrity Audit,NO,CISA,IT Audit,9,13,184
auditor_0677,North Continental,ES,CPA,IT Audit,3,22,160
auditor_0678,Integrity Audit,ES,CISA,Financial Audit,13,45,151
auditor_0679,Nordic Audit Partners,FR,CPA,Internal Control,5,17,0
auditor_0680,Global Assurance,FI,State Authorised,Internal Control,4,13,78
auditor_0681,North Continental,DE,State Authorised,Tax,8,9,209
auditor_0682,North Continental,SE,CISA,Financial Audit,8,17,93
auditor_0683,Copenhagen Review,NL,None,IT Audit,8,26,50
auditor_0684,Seaside Audit,NO,CPA,Tax,4,14,12
auditor_0685,Prime Advisory,DK,CPA,IT Audit,3,13,189
auditor_0686,Copenhagen Review,ES,State Authorised,Internal Control,9,19,188
auditor_0687,Integrity Audit,DE,CPA,Internal Control,7,21,111
auditor_0688,Atlas Audit,SE,State Authorised,Tax,9,12,0
auditor_0689,Seaside Audit,DK,None,Sustainability,7,32,194
auditor_0690,Trust and Co,NO,State Authorised,Tax,12,30,127
auditor_0691,Prime Advisory,GB,ACCA,IT Audit,8,11,94
auditor_0692,Integrity Audit,GB,ACCA,Financial Audit,11,30,108
auditor_0693,Global Assurance,GB,CPA,Financial Audit,5,18,168
auditor_0694,Capital Assurance,FR,None,Financial Audit,0,1,75
auditor_0695,Nordic Audit Partners,SE,CIA,IT Audit,1,12,108
auditor_0696,Capital Assurance,SE,CISA,Financial Audit,5,32,146
auditor_0697,Seaside Audit,FI,ACCA,Financial Audit,9,24,28
auditor_0698,Integrity Audit,NL,CPA,Financial Audit,13,17,173
auditor_0699,North Continental,NL,None,Tax,2,2,185
auditor_0700,Nordic Audit Partners,SE,CPA,Tax,9,8,50
auditor_0701,Nordic Audit Partners,SE,None,Financial Audit,13,6,251
auditor_0702,North Continental,DK,None,Financial Audit,3,24,93
auditor_0703,Trust and Co,DE,State Authorised,Internal Control,11,12,106
auditor_0704,Integrity Audit,SE,CIA,Financial Audit,8,7,179
auditor_0705,Capital Assurance,NO,State Authorised,IT Audit,5,15,40
auditor_0706,Prime Advisory,GB,CIA,Forensics,0,16,313
auditor_0707,Nordic Audit Partners,FI,ACCA,Financial Audit,11,17,98
auditor_0708,Prime Advisory,ES,CIA,Financial Audit,8,23,25
auditor_0709,Capital Assurance,SE,None,Financial Audit,13,25,177
auditor_0710,Trust and Co,FR,State Authorised,Financial Audit,10,18,173
auditor_0711,Global Assurance,SE,State Authorised,Sustainability,10,14,74
auditor_0712,Trust and Co,GB,CISA,Tax,8,33,20
auditor_0713,Trust and Co,NO,State Authorised,IT Audit,0,19,124
auditor_0714,Copenhagen Review,NO,ACCA,Tax,8,20,102
auditor_0715,Trust and Co,GB,CPA,Financial Audit,15,1,53
auditor_0716,Prime Advisory,SE,None,Financial Audit,7,1,105
auditor_0717,Global Assurance,IT,CIA,Financial Audit,16,18,138
auditor_0718,Seaside Audit,NL,CISA,Financial Audit,1,11,89
auditor_0719,Global Assurance,FI,CPA,IT Audit,6,30,164
auditor_0720,Copenhagen Review,DE,CISA,Forensics,2,20,159
